ADSL	["144041-N", "3429-N"]	['ЦИФРОВЫЕ ТЕХНОЛОГИИ', 'ПЕРЕДОВАЯ ТЕХНОЛОГИЯ']
ALIEXPRESS	["121978-N", "136233-N"]	['ИНТЕРНЕТ-САЙТ', 'ИНТЕРНЕТ-МАГАЗИН']
ANDROID	["9225-N", "4508-N"]	['СИСТЕМНЫЕ ПРОГРАММНЫЕ СРЕДСТВА', 'ОПЕРАЦИОННАЯ СИСТЕМА']
APRES-SKI	["106501-N", "134047-N"]	['ЗАНЯТИЕ, ДЕЯТЕЛЬНОСТЬ', 'РАЗВЛЕЧЕНИЕ (ЗАНЯТИЕ)']
BITCOIN-АВТОМАТ	["152172-N", "147166-N"]	['ТЕРМИНАЛ САМООБСЛУЖИВАНИЯ', 'ПЛАТЕЖНЫЙ ТЕРМИНАЛ']
BITCOIN-ТЕРМИНАЛ	["152172-N", "147166-N"]	['ТЕРМИНАЛ САМООБСЛУЖИВАНИЯ', 'ПЛАТЕЖНЫЙ ТЕРМИНАЛ']
CD-ПЛЕЕР	["8689-N", "141930-N", "144670-N"]	['ЗВУКОВОСПРОИЗВОДЯЩАЯ АППАРАТУРА', 'ПЛЕЙЕР', 'АУДИОПЛЕЙЕР']
CD-ПЛЕЙЕР	["8689-N", "141930-N", "144670-N"]	['ЗВУКОВОСПРОИЗВОДЯЩАЯ АППАРАТУРА', 'ПЛЕЙЕР', 'АУДИОПЛЕЙЕР']
DSL	["4722-N", "6486-N"]	['ЛИНИЯ СВЯЗИ', 'КОММУНИКАЦИОННАЯ ИНФРАСТРУКТУРА']
DSL	["144041-N", "3429-N"]	['ЦИФРОВЫЕ ТЕХНОЛОГИИ', 'ПЕРЕДОВАЯ ТЕХНОЛОГИЯ']
DVD-ПРОИГРЫВАТЕЛЬ	["141930-N", "6994-N"]	['ПЛЕЙЕР', 'БЫТОВАЯ ЭЛЕКТРОНИКА']
FACEBOOK	["153344-N", "136983-N"]	['СОЦИАЛЬНАЯ СЕТЬ (ИНТЕРНЕТ-ПОРТАЛ)', 'ИНТЕРНЕТ-ПОРТАЛ']
FALCON	["6783-N", "6239-N", "5840-N", "139894-N"]	['РАКЕТА-НОСИТЕЛЬ', 'РАКЕТНО-КОСМИЧЕСКАЯ ТЕХНИКА', 'БАЛЛИСТИЧЕСКАЯ РАКЕТА', 'МНОГОСТУПЕНЧАТАЯ РАКЕТА']
GPS-НАВИГАТОР	["2686-N", "5384-N", "5383-N"]	['РАДИОТЕХНИЧЕСКОЕ ОБОРУДОВАНИЕ', 'РАДИОНАВИГАЦИОННОЕ ОБОРУДОВАНИЕ', 'НАВИГАЦИОННОЕ ОБОРУДОВАНИЕ']
IP-АДРЕС	["154760-N", "115646-N"]	['СЕТЕВОЙ АДРЕС', 'АДРЕС (МЕСТОНАХОЖДЕНИЕ ИЛИ ОБОЗНАЧЕНИЕ)']
IP-ТЕЛЕФОНИЯ	["2414-N", "1015-N"]	['ТЕЛЕФОННАЯ СВЯЗЬ', 'ТЕЛЕКОММУНИКАЦИОННАЯ СВЯЗЬ']
IP-ТЕЛЕФОНИЯ	["142813-N"]	['ИНТЕРНЕТ-ТЕХНОЛОГИЯ']
IP-ТЕЛЕФОНИЯ	["7064-N"]	['ПРЕДОСТАВЛЕНИЕ УСЛУГ']
IPAD	["149539-N", "151577-N"]	['МОБИЛЬНЫЙ КОМПЬЮТЕР', 'ПЛАНШЕТНЫЙ КОМПЬЮТЕР']
IPHONE	["136546-N", "145723-N"]	['СОТОВЫЙ ТЕЛЕФОН', 'СМАРТФОН']
LED-ДИСПЛЕЙ	["7951-N", "510-N", "4513-N"]	['ДИСПЛЕЙ', 'ЭЛЕКТРОННОЕ ОБОРУДОВАНИЕ', 'ПЕРИФЕРИЙНОЕ ОБОРУДОВАНИЕ']
MASTERCARD	["147191-N"]	['БАНКОВСКАЯ КАРТА']
MASTERCARD	["143208-N"]	['ПЛАТЕЖНАЯ КАРТА']
MOTOGP	["111793-N", "112598-N"]	['СПОРТИВНАЯ ГОНКА', 'МОТОЦИКЛЕТНЫЕ ГОНКИ']
MP3-ПЛЕЕР	["8689-N", "141930-N", "144670-N"]	['ЗВУКОВОСПРОИЗВОДЯЩАЯ АППАРАТУРА', 'ПЛЕЙЕР', 'АУДИОПЛЕЙЕР']
MP3-ПЛЕЙЕР	["8689-N", "141930-N", "144670-N"]	['ЗВУКОВОСПРОИЗВОДЯЩАЯ АППАРАТУРА', 'ПЛЕЙЕР', 'АУДИОПЛЕЙЕР']
P2P-КРЕДИТОВАНИЕ	["116294-N"]	['ОДОЛЖИТЬ, ДАТЬ В ДОЛГ']
P2P-КРЕДИТОВАНИЕ	["144027-N"]	['СОВМЕСТНАЯ ДЕЯТЕЛЬНОСТЬ']
P2P-КРЕДИТОВАНИЕ	["1263-N"]	['ФИНАНСИРОВАНИЕ']
POS-КОМПЬЮТЕР	["509-N", "510-N"]	['КОМПЬЮТЕР', 'ЭЛЕКТРОННОЕ ОБОРУДОВАНИЕ']
POS-КОМПЬЮТЕР	["4497-N"]	['ТОРГОВОЕ ОБОРУДОВАНИЕ']
POS-ОБОРУДОВАНИЕ	["149201-N", "510-N"]	['ИНЖЕНЕРНОЕ ОБОРУДОВАНИЕ', 'ЭЛЕКТРОННОЕ ОБОРУДОВАНИЕ']
POS-ОБОРУДОВАНИЕ	["132488-N", "4497-N"]	['ОБОРУДОВАНИЕ ДЛЯ ПРЕДПРИЯТИЙ ТОРГОВЛИ И ОБЩЕСТВЕННОГО ПИТАНИ', 'ТОРГОВОЕ ОБОРУДОВАНИЕ']
POS-СИСТЕМА	["510-N", "7148-N", "152208-N"]	['ЭЛЕКТРОННОЕ ОБОРУДОВАНИЕ', 'АВТОМАТИЗИРОВАННАЯ СИСТЕМА', 'ПРОГРАММНО-АППАРАТНЫЙ КОМПЛЕКС']
POS-СИСТЕМА	["4497-N", "1216-N"]	['ТОРГОВОЕ ОБОРУДОВАНИЕ', 'КАССОВЫЙ АППАРАТ']
POS-ТЕРМИНАЛ	["152226-N", "7148-N", "152208-N", "152209-N", "510-N"]	['КОМПЬЮТЕРНЫЙ ТЕРМИНАЛ', 'АВТОМАТИЗИРОВАННАЯ СИСТЕМА', 'ПРОГРАММНО-АППАРАТНЫЙ КОМПЛЕКС', 'ТЕРМИНАЛ (УСТРОЙСТВО)', 'ЭЛЕКТРОННОЕ ОБОРУДОВАНИЕ']
POS-ТЕРМИНАЛ	["4497-N", "1216-N"]	['ТОРГОВОЕ ОБОРУДОВАНИЕ', 'КАССОВЫЙ АППАРАТ']
POS-УСТРОЙСТВО	["149201-N", "510-N"]	['ИНЖЕНЕРНОЕ ОБОРУДОВАНИЕ', 'ЭЛЕКТРОННОЕ ОБОРУДОВАНИЕ']
POS-УСТРОЙСТВО	["132488-N", "4497-N"]	['ОБОРУДОВАНИЕ ДЛЯ ПРЕДПРИЯТИЙ ТОРГОВЛИ И ОБЩЕСТВЕННОГО ПИТАНИ', 'ТОРГОВОЕ ОБОРУДОВАНИЕ']
RUSSIA-1	["1372-N", "148775-N"]	['ТЕЛЕВИЗИОННЫЙ КАНАЛ', 'КАНАЛ ВЕЩАНИЯ']
SIEMENS	["7147-N", "7285-N", "7287-N"]	['ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ', 'КОМПАНИЯ-МОНОПОЛИСТ', 'КОНЦЕРН']
SPA-ПРОЦЕДУРА	["152371-N", "7064-N"]	['ОЗДОРОВИТЕЛЬНЫЕ УСЛУГИ', 'ПРЕДОСТАВЛЕНИЕ УСЛУГ']
SPA-САЛОН	["1251-N", "152374-N"]	['ПРЕДПРИЯТИЕ КОММУНАЛЬНО-БЫТОВОГО ОБСЛУЖИВАНИЯ', 'ЦЕНТР КРАСОТЫ И ЗДОРОВЬЯ']
SPA-ЦЕНТР	["1251-N", "152374-N"]	['ПРЕДПРИЯТИЕ КОММУНАЛЬНО-БЫТОВОГО ОБСЛУЖИВАНИЯ', 'ЦЕНТР КРАСОТЫ И ЗДОРОВЬЯ']
SPA	["152371-N", "7064-N"]	['ОЗДОРОВИТЕЛЬНЫЕ УСЛУГИ', 'ПРЕДОСТАВЛЕНИЕ УСЛУГ']
TACIS	["1891-N", "106560-N"]	['МЕЖДУНАРОДНАЯ ОРГАНИЗАЦИЯ', 'ОРГАНИЗАЦИЯ, УЧРЕЖДЕНИЕ']
UNIX	["9225-N", "4508-N"]	['СИСТЕМНЫЕ ПРОГРАММНЫЕ СРЕДСТВА', 'ОПЕРАЦИОННАЯ СИСТЕМА']
VIP-ГОСТИНИЦА	["142305-N", "752-N"]	['ЖИЛЬЕ ДЛЯ ТУРИСТОВ', 'ГОСТИНИЦА']
VIP-КУРОРТ	["1057-N", "5039-N", "590-N"]	['КУРОРТ', 'ЗОНА ОТДЫХА', 'НАСЕЛЕННЫЙ ПУНКТ']
VIP-ОТДЫХ	["1489-N", "115153-N"]	['ОТДЫХ', 'ПРОБЫТЬ, ПРОВЕСТИ ВРЕМЯ']
VIP-ОТЕЛЬ	["142305-N", "752-N"]	['ЖИЛЬЕ ДЛЯ ТУРИСТОВ', 'ГОСТИНИЦА']
VIP-ТУР	["152303-N", "5920-N", "143590-N", "2661-N"]	['АКТИВНЫЙ ОТДЫХ', 'ПУТЕШЕСТВИЕ', 'ТУРИСТИЧЕСКАЯ ПОЕЗДКА', 'ПОЕЗДКА']
WI-FI	["1349-N", "1585-N"]	['ИНФОРМАЦИОННЫЕ КОММУНИКАЦИИ', 'КОМПЬЮТЕРНАЯ СЕТЬ']
WIFI	["1349-N", "1585-N"]	['ИНФОРМАЦИОННЫЕ КОММУНИКАЦИИ', 'КОМПЬЮТЕРНАЯ СЕТЬ']
WIKILEAKS	["134279-N", "6212-N", "525-N"]	['ОРГАНИЗАЦИОННО-ПРАВОВАЯ ФОРМА ПРЕДПРИЯТИЙ', 'НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ', 'ПРЕДПРИЯТИЕ']
WIKILEAKS	["1891-N"]	['МЕЖДУНАРОДНАЯ ОРГАНИЗАЦИЯ']
WINDOWS	["9225-N", "4508-N"]	['СИСТЕМНЫЕ ПРОГРАММНЫЕ СРЕДСТВА', 'ОПЕРАЦИОННАЯ СИСТЕМА']
WORD	["148785-N", "9471-N"]	['ПРИКЛАДНАЯ ПРОГРАММА', 'ТЕКСТОВЫЙ РЕДАКТОР']
АБА	["242-N", "123680-N", "145516-N"]	['ГОРОД', 'МУНИЦИПАЛЬНОЕ ОБРАЗОВАНИЕ', 'ГОРОДСКОЕ ПОСЕЛЕНИЕ']
АБАЗА	["242-N", "123680-N", "145516-N"]	['ГОРОД', 'МУНИЦИПАЛЬНОЕ ОБРАЗОВАНИЕ', 'ГОРОДСКОЕ ПОСЕЛЕНИЕ']
АБАЙ	["242-N", "123680-N", "145516-N"]	['ГОРОД', 'МУНИЦИПАЛЬНОЕ ОБРАЗОВАНИЕ', 'ГОРОДСКОЕ ПОСЕЛЕНИЕ']
АБАКАНЕЦ	["369-N", "4773-N", "589-N"]	['НАСЕЛЕНИЕ', 'ЖИТЕЛЬ ГОРОДА', 'ЖИТЕЛЬ']
АБАКАНКА	["369-N", "4773-N", "589-N"]	['НАСЕЛЕНИЕ', 'ЖИТЕЛЬ ГОРОДА', 'ЖИТЕЛЬ']
АБАСТУМАНИ	["242-N", "123680-N", "145516-N"]	['ГОРОД', 'МУНИЦИПАЛЬНОЕ ОБРАЗОВАНИЕ', 'ГОРОДСКОЕ ПОСЕЛЕНИЕ']
АББАЙ	["152701-N", "100022-N"]	['ПРИРОДНЫЙ ВОДОТОК', 'РЕКА']
АББАТИСА	["7365-N", "110094-N", "106606-N"]	['ХРИСТИАНСКИЙ СВЯЩЕННОСЛУЖИТЕЛЬ', 'НАСТОЯТЕЛЬ МОНАСТЫРЯ', 'РУКОВОДИТЕЛЬ']
АБВЕР	["7840-N", "2602-N", "8329-N"]	['ВОЕННАЯ РАЗВЕДКА', 'РАЗВЕДЫВАТЕЛЬНАЯ ДЕЯТЕЛЬНОСТЬ', 'КОНТРРАЗВЕДКА']
АБДОМИНОПЛАСТИКА	["113873-N", "144594-N", "5390-N"]	['ПЛАСТИЧЕСКАЯ ОПЕРАЦИЯ', 'КОСМЕТИЧЕСКАЯ ОПЕРАЦИЯ', 'ХИРУРГИЧЕСКАЯ ОПЕРАЦИЯ']
АБДУЛИНЕЦ	["369-N", "4773-N", "589-N"]	['НАСЕЛЕНИЕ', 'ЖИТЕЛЬ ГОРОДА', 'ЖИТЕЛЬ']
АБДУЛИНО	["134530-N", "136806-N"]	['ГОРОД РОССИЙСКОЙ ФЕДЕРАЦИИ', 'ГОРОД ОРЕНБУРГСКОЙ ОБЛАСТИ']
АБЕОКУТА	["242-N", "123680-N", "145516-N"]	['ГОРОД', 'МУНИЦИПАЛЬНОЕ ОБРАЗОВАНИЕ', 'ГОРОДСКОЕ ПОСЕЛЕНИЕ']
АБИНЧАНИН	["369-N", "4773-N", "589-N"]	['НАСЕЛЕНИЕ', 'ЖИТЕЛЬ ГОРОДА', 'ЖИТЕЛЬ']
АБИНЧАНКА	["369-N", "4773-N", "589-N"]	['НАСЕЛЕНИЕ', 'ЖИТЕЛЬ ГОРОДА', 'ЖИТЕЛЬ']
АБИССАЛЬ	["133569-N", "130865-N"]	['МОРСКОЕ ДНО', 'ДНО ВОДНОГО ОБЪЕКТА']
АБИССАЛЬ	["106610-N", "130607-N"]	['ПРОСТРАНСТВО', 'ГЛУБИНА, ГЛУБОКОЕ МЕСТО']
АБИССИНЕЦ	["134850-N", "106131-N"]	['СЕМИТЫ', 'ГРУППА НАЦИЙ']
АБИССИНЕЦ	["369-N", "132681-N"]	['НАСЕЛЕНИЕ', 'НАСЕЛЕНИЕ ГОСУДАРСТВА']
АБИССИНКА	["134850-N", "106131-N"]	['СЕМИТЫ', 'ГРУППА НАЦИЙ']
АБИССИНКА	["369-N", "132681-N"]	['НАСЕЛЕНИЕ', 'НАСЕЛЕНИЕ ГОСУДАРСТВА']
АБКАЙК	["242-N", "123680-N", "145516-N"]	['ГОРОД', 'МУНИЦИПАЛЬНОЕ ОБРАЗОВАНИЕ', 'ГОРОДСКОЕ ПОСЕЛЕНИЕ']
АБЛАКТИРОВАНИЕ	["123841-N", "123844-N"]	['ПРИВИВКА РАСТЕНИЙ', 'ПЕРЕСАДКА ТКАНИ, ОРГАНА']
АБЛАКТИРОВКА	["123841-N", "123844-N"]	['ПРИВИВКА РАСТЕНИЙ', 'ПЕРЕСАДКА ТКАНИ, ОРГАНА']
АБОВЯН	["134142-N", "242-N"]	['ГОРОД АРМЕНИИ', 'ГОРОД']
АБОЛИЦИОНИЗМ	["3142-N", "3490-N"]	['ОБЩЕСТВЕННОЕ ДВИЖЕНИЕ', 'ОБЩЕСТВЕННАЯ ДЕЯТЕЛЬНОСТЬ']
АБОМЕЙ	["242-N", "123680-N", "145516-N"]	['ГОРОД', 'МУНИЦИПАЛЬНОЕ ОБРАЗОВАНИЕ', 'ГОРОДСКОЕ ПОСЕЛЕНИЕ']
АБОНИРОВАНИЕ	["116303-N", "124889-N"]	['ПОЛУЧИТЬ В РАСПОРЯЖЕНИЕ', 'ЗАНЯТЬ (РАСПОЛОЖИТЬСЯ, ПОЛУЧИВ ЧТО-ЛИБО)']
АБРИКОТИН	["108358-N", "108336-N"]	['ЛИКЕР', 'КРЕПКИЙ АЛКОГОЛЬНЫЙ НАПИТОК']
АБРУКА	["7166-N", "3465-N", "107135-N"]	['ГЕОГРАФИЧЕСКИЙ ОБЪЕКТ', 'ОСТРОВ', 'ТЕРРИТОРИЯ, УЧАСТОК']
АБРУЦЦИ	["105110-N", "2052-N"]	['ОБЛАСТЬ ИТАЛИИ', 'АДМИНИСТРАТИВНО-ТЕРРИТОРИАЛЬНАЯ ЕДИНИЦА']
АБРУЦЦО	["105110-N", "2052-N"]	['ОБЛАСТЬ ИТАЛИИ', 'АДМИНИСТРАТИВНО-ТЕРРИТОРИАЛЬНАЯ ЕДИНИЦА']
АБСЕНТЕИЗМ	["119563-N"]	['МИРОВОЗЗРЕНИЕ']
АБСЕНТЕИЗМ	["118203-N"]	['РАВНОДУШНЫЙ, БЕЗРАЗЛИЧНЫЙ']
АБСЕНТЕИЗМ	["147309-N", "117017-N", "117765-N"]	['НЕУЧАСТИЕ, ОТКАЗ ОТ УЧАСТИЯ', 'ОТКАЗАТЬСЯ, НЕ СОГЛАСИТЬСЯ', 'УКЛОНИТЬСЯ (ОТКАЗАТЬСЯ)']
АБСОЛЮТИЗАЦИЯ	["116115-N"]	['ПРЕУВЕЛИЧИТЬ']
АБСОЛЮТИЗАЦИЯ	["117116-N"]	['ПЕРЕВРАТЬ']
АБСОЛЮТИЗИРОВАНИЕ	["116115-N"]	['ПРЕУВЕЛИЧИТЬ']
АБСОЛЮТИЗИРОВАНИЕ	["117116-N"]	['ПЕРЕВРАТЬ']
АБСОРБЕНТ	["820-N", "147134-N"]	['ВЕЩЕСТВО', 'ФИЗИЧЕСКАЯ СУЩНОСТЬ']
АБСТРАКЦИОНИЗМ	["108817-N", "108333-N"]	['МОДЕРНИЗМ', 'СТИЛЬ В ИСКУССТВЕ']
АБСТРАКЦИОНИСТ	["8848-N", "113185-N", "2720-N"]	['ДЕЯТЕЛЬ ИСКУССТВА', 'ХУДОЖНИК (АВТОР ИЗОБРАЗИТЕЛЬНОГО ПРОИЗВЕДЕНИЯ)', 'АВТОР']
АБСТРАКЦИОНИСТКА	["8848-N", "113185-N", "2720-N"]	['ДЕЯТЕЛЬ ИСКУССТВА', 'ХУДОЖНИК (АВТОР ИЗОБРАЗИТЕЛЬНОГО ПРОИЗВЕДЕНИЯ)', 'АВТОР']
АБСУРДИСТ	["1578-N", "5691-N"]	['ПИСАТЕЛЬ', 'ДРАМАТУРГ']
АБСУРДИСТКА	["1578-N", "5691-N"]	['ПИСАТЕЛЬ', 'ДРАМАТУРГ']
АБСЦИССА	["122047-N", "113292-N"]	['КООРДИНАТА (ЧИСЛО)', 'ЧИСЛО (ПОНЯТИЕ МАТЕМАТИКИ)']
АБУ-ЗААБАЛЬ	["7166-N", "590-N"]	['ГЕОГРАФИЧЕСКИЙ ОБЪЕКТ', 'НАСЕЛЕННЫЙ ПУНКТ']
АВАЛИ	["242-N", "123680-N", "145516-N"]	['ГОРОД', 'МУНИЦИПАЛЬНОЕ ОБРАЗОВАНИЕ', 'ГОРОДСКОЕ ПОСЕЛЕНИЕ']
АВАЛИСТ	["9064-N", "106857-N"]	['ПОРУЧИТЕЛЬ', 'УЧАСТНИК']
АВАЛЬ	["116527-N", "9063-N", "150684-N"]	['РУЧАТЕЛЬСТВО', 'ПОРУЧИТЕЛЬСТВО', 'ГАРАНТИЯ ОСУЩЕСТВЛЕНИЯ']
АВАЛЬ	["2966-N", "107542-N"]	['ТЕКСТ', 'НАДПИСЬ (КОРОТКИЙ ТЕКСТ)']
АВАНЗАЛ	["106451-N", "108522-N", "106573-N"]	['МЕСТО В ПРОСТРАНСТВЕ', 'ФОЙЕ', 'ПОМЕЩЕНИЕ, ВНУТРЕННОСТЬ ЗДАНИЯ']
АВАНПОРТ	["2525-N", "147133-N"]	['СООРУЖЕНИЕ, ПОСТРОЙКА', 'ФИЗИЧЕСКИЙ ОБЪЕКТ']
АВАНТЮРИН	["109128-N", "109916-N"]	['КВАРЦ (МИНЕРАЛ)', 'ПРИРОДНЫЙ СИЛИКАТ']
АВАРИЙЩИК	["152714-N"]	['ЧЕЛОВЕК ПО РОЛИ']
АВАРИЙЩИК	["2550-N"]	['РАБОТНИК']
АВАРИЙЩИЦА	["152714-N"]	['ЧЕЛОВЕК ПО РОЛИ']
АВАРИЙЩИЦА	["2550-N"]	['РАБОТНИК']
АВАРКОМ	["106857-N", "112319-N"]	['УЧАСТНИК', 'ПОСРЕДНИК']
АВАРУА	["242-N", "590-N", "207-N"]	['ГОРОД', 'НАСЕЛЕННЫЙ ПУНКТ', 'ПОРТ']
АВАЧА	["152701-N", "100022-N"]	['ПРИРОДНЫЙ ВОДОТОК', 'РЕКА']
АВГУСТИНЕЦ	["110866-N", "8760-N", "140521-N", "4545-N"]	['КАТОЛИЧЕСКИЙ МОНАХ', 'МОНАХ', 'МОНАХ ОРДЕНА', 'КАТОЛИК']
АВГУСТИНКА	["110866-N", "8760-N", "140521-N", "4545-N"]	['КАТОЛИЧЕСКИЙ МОНАХ', 'МОНАХ', 'МОНАХ ОРДЕНА', 'КАТОЛИК']
АВДЕЕВКА	["242-N", "123680-N", "145516-N"]	['ГОРОД', 'МУНИЦИПАЛЬНОЕ ОБРАЗОВАНИЕ', 'ГОРОДСКОЕ ПОСЕЛЕНИЕ']
АВЕЙРУ	["242-N", "123680-N", "145516-N"]	['ГОРОД', 'МУНИЦИПАЛЬНОЕ ОБРАЗОВАНИЕ', 'ГОРОДСКОЕ ПОСЕЛЕНИЕ']
АВЕЛЬЯНЕДА	["242-N", "590-N", "207-N"]	['ГОРОД', 'НАСЕЛЕННЫЙ ПУНКТ', 'ПОРТ']
АВИАБИЛЕТ	["2428-N", "141099-N", "2699-N"]	['ДОКУМЕНТ', 'БИЛЕТ (РАЗРЕШИТЕЛЬНЫЙ ДОКУМЕНТ)', 'БИЛЕТ НА ПРОЕЗД']
АВИАГАРНИЗОН	["5236-N", "2574-N"]	['ВОЕННЫЙ ГАРНИЗОН', 'ВОИНСКАЯ ЧАСТЬ']
АВИАГОРИЗОНТ	["8158-N", "4150-N", "5383-N", "5411-N"]	['ГИРОСКОП', 'АВИАЦИОННОЕ ОБОРУДОВАНИЕ', 'НАВИГАЦИОННОЕ ОБОРУДОВАНИЕ', 'АЭРОНАВИГАЦИОННОЕ ОБОРУДОВАНИЕ']
АВИАДВИГАТЕЛЕСТРОЕНИЕ	["4919-N", "469-N", "5080-N"]	['СБОРОЧНОЕ ПРОИЗВОДСТВО', 'МАШИНОСТРОЕНИЕ', 'МОТОРОСТРОЕНИЕ']
АВИАДЕБОШ	["125999-N", "107214-N", "125197-N", "121086-N", "126002-N"]	['БУЯНИТЬ, БУЗИТЬ', 'СКАНДАЛ, ССОРА', 'БЕДОКУРИТЬ, ШКОДНИЧАТЬ', 'ДРАКА', 'БУЙНОЕ ПОВЕДЕНИЕ']
АВИАДЕБОШИР	["5252-N", "2149-N"]	['ПЬЯНЫЙ ЧЕЛОВЕК', 'ЧЕЛОВЕК']
АВИАДЕБОШИР	["126000-N", "125998-N"]	['БУЯН, БУЗОТЕР', 'СКАНДАЛИСТ, СКАНДАЛИСТКА']
АВИАДИВИЗИЯ	["137873-N", "2574-N"]	['АВИАЦИОННАЯ ЧАСТЬ', 'ВОИНСКАЯ ЧАСТЬ']
АВИАДИВИЗИЯ	["3842-N", "789-N"]	['ДИВИЗИЯ', 'ВОЙСКОВОЕ СОЕДИНЕНИЕ']
АВИАИНЖЕНЕР	["134744-N", "129959-N"]	['АВИАСТРОИТЕЛЬ', 'РАБОТНИК ПРОМЫШЛЕННОСТИ']
АВИАИНЖЕНЕР	["591-N", "2391-N"]	['ИНЖЕНЕР', 'ИНЖЕНЕРНО-ТЕХНИЧЕСКИЙ РАБОТНИК']
АВИАМЕХАНИК	["129838-N", "4993-N"]	['АВИАЦИОННЫЙ РАБОТНИК', 'ТРАНСПОРТНЫЙ РАБОТНИК']
АВИАМЕХАНИК	["110149-N"]	['МЕХАНИК (РАБОТНИК)']
АВИАМЕХАНИК	["133132-N", "2390-N"]	['ТЕХНИК', 'ТЕХНИЧЕСКИЙ ПЕРСОНАЛ']
АВИАМОДЕЛИЗМ	["113218-N"]	['МОДЕЛИРОВАНИЕ, ИЗГОТОВЛЕНИЕ МОДЕЛЕЙ']
АВИАМОДЕЛИЗМ	["9290-N", "135881-N"]	['ТЕХНИЧЕСКИЕ ВИДЫ СПОРТА', 'АВИАЦИОННЫЙ СПОРТ']
АВИАМОДЕЛИРОВАНИЕ	["113218-N"]	['МОДЕЛИРОВАНИЕ, ИЗГОТОВЛЕНИЕ МОДЕЛЕЙ']
АВИАМОДЕЛИРОВАНИЕ	["9290-N", "135881-N"]	['ТЕХНИЧЕСКИЕ ВИДЫ СПОРТА', 'АВИАЦИОННЫЙ СПОРТ']
АВИАМОДЕЛЬ	["106526-N", "106525-N"]	['МОДЕЛЬ, МАКЕТ (УМЕНЬШЕННОЕ ВОСПРОИЗВЕДЕНИЕ)', 'МОДЕЛЬ ДЛЯ ИЗГОТОВЛЕНИЯ']
